,Start,End,Crackles,Wheezes,duration,start_index,end_index,start_index_int,end_index_int,y_segment,source
0,0.042,2.293,0,1,2.2510000000000003,926.1,50560.65,926,50560,[0.         0.         0.         ... 0.29920933 0.29859146 0.29867932],198_1b5_Lr_mc_AKGC417L
1,2.293,5.44,0,1,3.1470000000000002,50560.65,119952.00000000001,50560,119952,[0.29885352 0.29788435 0.2970896  ... 0.07606421 0.07461536 0.07246782],198_1b5_Lr_mc_AKGC417L
2,5.44,8.976,0,1,3.5360000000000005,119952.00000000001,197920.80000000002,119952,197920,"[ 0.07224653  0.07201985  0.06920443 ... -0.02575109 -0.02440788
 -0.02500798]",198_1b5_Lr_mc_AKGC417L
3,8.976,12.394,0,1,3.4179999999999993,197920.80000000002,273287.7,197920,273287,"[-0.02640176 -0.02607207 -0.02463975 ... -0.00248962 -0.00405602
 -0.00451354]",198_1b5_Lr_mc_AKGC417L
4,12.394,15.541,0,1,3.1470000000000002,273287.7,342679.05,273287,342679,"[-0.00416279 -0.00505141 -0.00625797 ...  0.00537608  0.00512196
  0.00519898]",198_1b5_Lr_mc_AKGC417L
5,15.541,18.875,0,1,3.3339999999999996,342679.05,416193.75,342679,416193,[0.00457393 0.00266183 0.00254519 ... 0.06892161 0.06710761 0.06529755],198_1b5_Lr_mc_AKGC417L
6,18.875,19.975,0,0,1.1000000000000014,416193.75,440448.75000000006,416193,440448,[0.06244484 0.05939671 0.05751989 ... 0.01909222 0.0182435  0.0170184 ],198_1b5_Lr_mc_AKGC417L
0,0.042,2.293,0,1,2.2510000000000003,926.1,50560.65,926,50560,"[ 0.          0.          0.         ... -0.19464803 -0.19745734
 -0.2009578 ]",198_1b5_Pl_mc_AKGC417L
1,2.293,5.44,0,1,3.1470000000000002,50560.65,119952.00000000001,50560,119952,"[-0.20144877 -0.2005727  -0.20383283 ...  0.2854782   0.28891793
  0.2903798 ]",198_1b5_Pl_mc_AKGC417L
2,5.44,8.976,0,1,3.5360000000000005,119952.00000000001,197920.80000000002,119952,197920,[0.29371196 0.29676464 0.30003235 ... 0.3168676  0.316625   0.31494403],198_1b5_Pl_mc_AKGC417L
3,8.976,12.394,0,1,3.4179999999999993,197920.80000000002,273287.7,197920,273287,"[ 0.309986    0.30822402  0.30848834 ... -0.9422404  -0.9429743
 -0.94045085]",198_1b5_Pl_mc_AKGC417L
4,12.394,15.541,0,1,3.1470000000000002,273287.7,342679.05,273287,342679,"[-0.93490255 -0.932953   -0.9301054  ...  0.3707508   0.3697217
  0.36645907]",198_1b5_Pl_mc_AKGC417L
5,15.541,18.875,0,1,3.3339999999999996,342679.05,416193.75,342679,416193,"[ 0.36410728  0.3616723   0.36024934 ... -0.06212323 -0.0620439
 -0.06352502]",198_1b5_Pl_mc_AKGC417L
6,18.875,19.975,0,0,1.1000000000000014,416193.75,440448.75000000006,416193,440448,"[-0.06488545 -0.06507629 -0.06259549 ...  0.77840894  0.77483946
  0.7681505 ]",198_1b5_Pl_mc_AKGC417L
0,0.042,2.293,0,1,2.2510000000000003,926.1,50560.65,926,50560,[0.         0.         0.         ... 0.47675884 0.47826093 0.4822188 ],198_1b5_Pr_mc_AKGC417L
1,2.293,5.44,0,1,3.1470000000000002,50560.65,119952.00000000001,50560,119952,"[ 0.48516658  0.48592553  0.489328   ... -0.11758602 -0.11263718
 -0.11188634]",198_1b5_Pr_mc_AKGC417L
2,5.44,8.976,0,1,3.5360000000000005,119952.00000000001,197920.80000000002,119952,197920,"[-0.10765989 -0.10064083 -0.09714256 ...  0.01939627  0.01939938
  0.01992323]",198_1b5_Pr_mc_AKGC417L
3,8.976,12.394,0,1,3.4179999999999993,197920.80000000002,273287.7,197920,273287,"[ 0.0214928   0.02215951  0.02319485 ... -0.33525187 -0.3445432
 -0.34876403]",198_1b5_Pr_mc_AKGC417L
4,12.394,15.541,0,1,3.1470000000000002,273287.7,342679.05,273287,342679,"[-0.35966069 -0.36355907 -0.3638482  ...  0.45882133  0.4582401
  0.4554788 ]",198_1b5_Pr_mc_AKGC417L
5,15.541,18.875,0,1,3.3339999999999996,342679.05,416193.75,342679,416193,"[ 0.45274383  0.4542724   0.45309812 ... -0.08714002 -0.09358519
 -0.10068931]",198_1b5_Pr_mc_AKGC417L
6,18.875,19.975,0,0,1.1000000000000014,416193.75,440448.75000000006,416193,440448,"[-0.10645036 -0.11228724 -0.11955876 ...  0.28109613  0.28583598
  0.2920116 ]",198_1b5_Pr_mc_AKGC417L
0,0.042,2.293,0,1,2.2510000000000003,926.1,50560.65,926,50560,"[ 0.          0.          0.         ... -0.01039819 -0.01484233
 -0.02018697]",198_1b5_Tc_mc_AKGC417L
1,2.293,5.44,0,1,3.1470000000000002,50560.65,119952.00000000001,50560,119952,"[-0.02707099 -0.03405105 -0.04061545 ... -0.17159104 -0.17238402
 -0.17369096]",198_1b5_Tc_mc_AKGC417L
2,5.44,8.976,0,1,3.5360000000000005,119952.00000000001,197920.80000000002,119952,197920,"[-0.17189215 -0.16961282 -0.17000093 ... -0.0860359  -0.08360273
 -0.08294623]",198_1b5_Tc_mc_AKGC417L
3,8.976,12.394,0,1,3.4179999999999993,197920.80000000002,273287.7,197920,273287,"[-0.08284497 -0.08271535 -0.08595685 ...  0.25503528  0.25682357
  0.2591898 ]",198_1b5_Tc_mc_AKGC417L
4,12.394,15.541,0,1,3.1470000000000002,273287.7,342679.05,273287,342679,"[ 0.2607672   0.26177293  0.260726   ... -0.03192589 -0.0361486
 -0.03915171]",198_1b5_Tc_mc_AKGC417L
5,15.541,18.875,0,1,3.3339999999999996,342679.05,416193.75,342679,416193,"[-0.04173478 -0.04663139 -0.0503837  ... -0.3237363  -0.31932965
 -0.3152923 ]",198_1b5_Tc_mc_AKGC417L
6,18.875,19.975,0,0,1.1000000000000014,416193.75,440448.75000000006,416193,440448,"[-0.31354424 -0.31009886 -0.30981037 ... -0.9335181  -0.9316879
 -0.93302363]",198_1b5_Tc_mc_AKGC417L
0,0.059,2.827,0,0,2.768,1300.9499999999998,62335.35,1300,62335,"[-0.3657123  -0.36589602 -0.3661246  ... -0.0814582  -0.07941321
 -0.07774927]",198_6p1_Al_mc_AKGC417L
1,2.827,6.149,0,0,3.322,62335.35,135585.45,62335,135585,"[-0.07602929 -0.07450347 -0.0732288  ... -0.03020159 -0.03019191
 -0.02970803]",198_6p1_Al_mc_AKGC417L
2,6.149,9.035,0,0,2.886,135585.45,199221.75,135585,199221,"[-0.0292219  -0.02879336 -0.02838509 ... -0.07198646 -0.07532944
 -0.07944302]",198_6p1_Al_mc_AKGC417L
3,9.035,13.247,0,0,4.212,199221.75,292096.35,199221,292096,"[-0.08257217 -0.08614171 -0.08974958 ...  0.1448772   0.14442565
  0.14394446]",198_6p1_Al_mc_AKGC417L
4,13.247,15.78,0,0,2.5329999999999995,292096.35,347949.0,292096,347949,[0.14307901 0.14221957 0.14140372 ... 0.04438013 0.04307665 0.0422076 ],198_6p1_Al_mc_AKGC417L
5,15.78,18.817,0,0,3.037000000000001,347949.0,414914.85,347949,414914,[0.04131645 0.04028931 0.03929336 ... 0.07433203 0.0741356  0.07329456],198_6p1_Al_mc_AKGC417L
6,18.817,19.941,0,0,1.1239999999999988,414914.85,439699.05,414914,439699,"[ 0.07208394  0.07109565  0.06946801 ... -0.16249865 -0.15949003
 -0.15597446]",198_6p1_Al_mc_AKGC417L
0,0.059,3.596,1,0,3.537,1300.9499999999998,79291.8,1300,79291,"[-0.00062854 -0.00256041 -0.00444123 ...  0.04934972  0.0531725
  0.05755852]",198_6p1_Ar_mc_AKGC417L
1,3.596,6.963,1,0,3.367,79291.8,153534.15,79291,153534,[0.06129746 0.06481513 0.06925352 ... 0.16624789 0.16745497 0.1680628 ],198_6p1_Ar_mc_AKGC417L
2,6.963,10.347,1,0,3.3839999999999995,153534.15,228151.34999999998,153534,228151,[0.16859725 0.16988885 0.17173888 ... 0.01254053 0.01312157 0.01380413],198_6p1_Ar_mc_AKGC417L
3,10.347,13.511,1,0,3.1639999999999997,228151.34999999998,297917.55,228151,297917,[0.01380055 0.01462995 0.01546019 ... 0.0287308  0.02942025 0.03035762],198_6p1_Ar_mc_AKGC417L
4,13.511,16.98,1,0,3.469000000000001,297917.55,374409.0,297917,374409,[0.03112997 0.03180801 0.03254112 ... 0.27880314 0.27841866 0.2782086 ],198_6p1_Ar_mc_AKGC417L
5,16.98,19.907,1,0,2.9269999999999996,374409.0,438949.35,374409,438949,[0.27800313 0.27708215 0.27663577 ... 0.07778079 0.07688502 0.07658745],198_6p1_Ar_mc_AKGC417L
0,0.093,1.868,0,0,1.7750000000000001,2050.65,41189.4,2050,41189,"[ 0.07876585  0.07746164  0.0759023  ... -0.1149339  -0.09546074
 -0.07628513]",198_6p1_Ll_mc_AKGC417L
1,1.868,5.216,1,0,3.348,41189.4,115012.8,41189,115012,"[-0.05770139 -0.03934733 -0.02117989 ...  0.28374967  0.28003532
  0.2766202 ]",198_6p1_Ll_mc_AKGC417L
2,5.216,7.887,0,0,2.6709999999999994,115012.8,173908.34999999998,115012,173908,[0.27301583 0.26880613 0.2649977  ... 0.57684934 0.57778764 0.578107  ],198_6p1_Ll_mc_AKGC417L
3,7.887,10.423,0,0,2.5360000000000005,173908.34999999998,229827.15,173908,229827,"[ 0.5793557   0.5803261   0.580365   ... -0.13732067 -0.13088514
 -0.12441611]",198_6p1_Ll_mc_AKGC417L
4,10.423,13.432,0,0,3.0090000000000003,229827.15,296175.60000000003,229827,296175,"[-0.11777357 -0.11122059 -0.10464989 ...  0.04053662  0.04403111
  0.04728246]",198_6p1_Ll_mc_AKGC417L
5,13.432,16.729,0,0,3.296999999999999,296175.60000000003,368874.44999999995,296175,368874,[0.05062517 0.0542102  0.05697468 ... 0.16218765 0.16132937 0.16040309],198_6p1_Ll_mc_AKGC417L
6,16.729,19.924,0,0,3.1950000000000003,368874.44999999995,439324.2,368874,439324,"[ 0.15966107  0.15867108  0.15707745 ... -0.0488837  -0.05602164
 -0.06252505]",198_6p1_Ll_mc_AKGC417L
0,0.042,1.243,1,0,1.201,926.1,27408.15,926,27408,"[-0.28599682 -0.2783097  -0.27071127 ... -0.4828388  -0.49708048
 -0.511019  ]",198_6p1_Lr_mc_AKGC417L
1,1.243,4.049,1,0,2.806,27408.15,89280.45000000001,27408,89280,"[-0.5242335  -0.5369722  -0.54900753 ...  0.20743248  0.20727725
  0.206997  ]",198_6p1_Lr_mc_AKGC417L
2,4.049,6.94,1,0,2.891,89280.45000000001,153027.0,89280,153027,"[ 0.205797    0.20444635  0.20324954 ... -0.00735272 -0.00576196
 -0.00467725]",198_6p1_Lr_mc_AKGC417L
3,6.94,10.254,1,0,3.313999999999999,153027.0,226100.69999999998,153027,226100,"[-3.2917368e-03 -1.5462630e-03 -2.9637167e-05 ... -1.4542253e-01
 -1.4954832e-01 -1.5388708e-01]",198_6p1_Lr_mc_AKGC417L
4,10.254,13.466,1,0,3.2119999999999997,226100.69999999998,296925.3,226100,296925,"[-0.15791793 -0.16151853 -0.1652972  ... -0.09680432 -0.10004099
 -0.10277198]",198_6p1_Lr_mc_AKGC417L
5,13.466,16.948,1,0,3.482000000000001,296925.3,373703.4,296925,373703,"[-0.10616625 -0.10985484 -0.11358646 ... -0.580012   -0.587599
 -0.5948524 ]",198_6p1_Lr_mc_AKGC417L
6,16.948,19.535,1,0,2.5869999999999997,373703.4,430746.75,373703,430746,"[-0.60164386 -0.6086591  -0.6153296  ...  0.03341294  0.03084021
  0.02825598]",198_6p1_Lr_mc_AKGC417L
0,0.025,1.851,1,0,1.826,551.25,40814.55,551,40814,"[ 0.8193298   0.82331514  0.8271306  ... -0.28857693 -0.28501076
 -0.28168112]",198_6p1_Pl_mc_AKGC417L
1,1.851,4.776,1,0,2.925,40814.55,105310.79999999999,40814,105310,"[-0.2782966  -0.2748967  -0.27145106 ... -0.3162489  -0.31223512
 -0.30882293]",198_6p1_Pl_mc_AKGC417L
2,4.776,8.039,1,0,3.263,105310.79999999999,177259.94999999998,105310,177259,"[-0.30583468 -0.30210376 -0.29839373 ... -0.535931   -0.539866
 -0.54460424]",198_6p1_Pl_mc_AKGC417L
3,8.039,10.812,1,0,2.7729999999999997,177259.94999999998,238404.59999999998,177259,238404,"[-0.548814   -0.5532776  -0.5582048  ... -0.28033075 -0.2825735
 -0.28506348]",198_6p1_Pl_mc_AKGC417L
4,10.812,13.855,1,0,3.043000000000001,238404.59999999998,305502.75,238404,305502,"[-0.28618774 -0.28790078 -0.28976512 ...  0.08514957  0.08598165
  0.08693519]",198_6p1_Pl_mc_AKGC417L
5,13.855,16.746,0,0,2.8909999999999982,305502.75,369249.3,305502,369249,[0.087687   0.08865522 0.08926146 ... 0.1445939  0.1510336  0.15673088],198_6p1_Pl_mc_AKGC417L
6,16.746,19.941,1,0,3.1950000000000003,369249.3,439699.05,369249,439699,[0.16305716 0.16889514 0.17443606 ... 0.47910884 0.4826146  0.48579866],198_6p1_Pl_mc_AKGC417L
0,0.042,1.344,1,0,1.302,926.1,29635.2,926,29635,"[-0.21835013 -0.21761055 -0.21787241 ...  0.06965192  0.06815537
  0.06679833]",198_6p1_Pr_mc_AKGC417L
1,1.344,4.658,1,0,3.314,29635.2,102708.90000000001,29635,102708,[0.0653396  0.06447642 0.06374983 ... 0.01931345 0.01766445 0.01611925],198_6p1_Pr_mc_AKGC417L
2,4.658,7.836,1,0,3.178,102708.90000000001,172783.80000000002,102708,172783,[0.01435421 0.01264148 0.01147947 ... 0.55793816 0.55469537 0.5514262 ],198_6p1_Pr_mc_AKGC417L
3,7.836,10.71,0,0,2.8740000000000006,172783.80000000002,236155.50000000003,172783,236155,[0.5477057  0.5442474  0.54024607 ... 0.06064789 0.05922804 0.05783337],198_6p1_Pr_mc_AKGC417L
4,10.71,14.074,1,0,3.363999999999999,236155.50000000003,310331.7,236155,310331,[0.05640784 0.05532352 0.05445542 ... 0.48870066 0.49098772 0.49302527],198_6p1_Pr_mc_AKGC417L
5,14.074,16.729,1,0,2.6549999999999994,310331.7,368874.44999999995,310331,368874,"[ 0.49580124  0.49799657  0.49985024 ... -0.32490498 -0.32511792
 -0.32557365]",198_6p1_Pr_mc_AKGC417L
6,16.729,19.975,0,0,3.246000000000002,368874.44999999995,440448.75000000006,368874,440448,"[-0.32500255 -0.3244682  -0.32447562 ...  0.1189547   0.11926949
  0.12004276]",198_6p1_Pr_mc_AKGC417L
0,0.008,1.015,0,0,1.007,176.4,22380.749999999996,176,22380,[0.0532957  0.05409171 0.05451257 ... 0.02318509 0.02356352 0.02411742],198_6p1_Tc_mc_AKGC417L
1,1.015,4.136,1,0,3.1210000000000004,22380.749999999996,91198.8,22380,91198,"[ 0.02488166  0.02503567  0.02521264 ... -0.03132166 -0.03222427
 -0.03283186]",198_6p1_Tc_mc_AKGC417L
2,4.136,7.206,1,0,3.0700000000000003,91198.8,158892.30000000002,91198,158892,"[-0.03267279 -0.03202324 -0.03108083 ...  0.01150252  0.01248934
  0.01338083]",198_6p1_Tc_mc_AKGC417L
3,7.206,10.059,1,0,2.852999999999999,158892.30000000002,221800.94999999998,158892,221800,[0.01482253 0.01542369 0.01605815 ... 0.00682839 0.00945614 0.01236973],198_6p1_Tc_mc_AKGC417L
4,10.059,12.827,0,0,2.7680000000000007,221800.94999999998,282835.35,221800,282835,"[ 0.01500773  0.01695475  0.01927497 ... -0.03655007 -0.03679002
 -0.03730977]",198_6p1_Tc_mc_AKGC417L
5,12.827,15.579,0,0,2.7520000000000007,282835.35,343516.95,282835,343516,"[-0.0375503  -0.03836695 -0.03864392 ...  0.05121592  0.05140811
  0.05169986]",198_6p1_Tc_mc_AKGC417L
6,15.579,18.582,0,0,3.003,343516.95,409733.10000000003,343516,409733,"[ 0.05215944  0.05192034  0.05176447 ... -0.04249559 -0.04213897
 -0.04142186]",198_6p1_Tc_mc_AKGC417L
7,18.582,19.924,0,0,1.3419999999999987,409733.10000000003,439324.2,409733,439324,"[-0.04099218 -0.04043216 -0.03980145 ...  0.06056826  0.05816712
  0.05530161]",198_6p1_Tc_mc_AKGC417L
0,0.05,2.25,0,0,2.2,1102.5,49612.5,1102,49612,"[-0.08449172 -0.08447613 -0.0845501  ... -0.04088236 -0.04076824
 -0.04059326]",199_2b1_Ll_mc_LittC2SE
1,2.25,4.807,1,0,2.5570000000000004,49612.5,105994.35,49612,105994,"[-0.04036811 -0.04020847 -0.04007728 ... -0.00788068 -0.00843227
 -0.00886591]",199_2b1_Ll_mc_LittC2SE
2,4.807,6.821,1,0,2.0139999999999993,105994.35,150403.05,105994,150403,"[-0.00926259 -0.00975987 -0.01026803 ... -0.19896595 -0.19925624
 -0.19958979]",199_2b1_Ll_mc_LittC2SE
3,6.821,9.35,1,0,2.529,150403.05,206167.5,150403,206167,"[-0.19986589 -0.20020157 -0.20059706 ... -0.02098663 -0.02078437
 -0.02059292]",199_2b1_Ll_mc_LittC2SE
4,9.35,11.493,1,0,2.1430000000000007,206167.5,253420.65,206167,253420,"[-0.02039618 -0.02021397 -0.01988616 ... -0.05091478 -0.05090693
 -0.05096808]",199_2b1_Ll_mc_LittC2SE
5,11.493,13.936,0,0,2.4429999999999996,253420.65,307288.8,253420,307288,"[-0.05103174 -0.05101625 -0.05106364 ... -0.05000301 -0.04994618
 -0.04987964]",199_2b1_Ll_mc_LittC2SE
6,13.936,16.093,0,0,2.157,307288.8,354850.65,307288,354850,"[-0.04978473 -0.04983041 -0.04972172 ...  0.10252471  0.10250698
  0.10253987]",199_2b1_Ll_mc_LittC2SE
7,16.093,18.507,0,0,2.4140000000000015,354850.65,408079.35000000003,354850,408079,"[ 0.10252102  0.10251086  0.10254862 ... -0.01011414 -0.01001786
 -0.00997412]",199_2b1_Ll_mc_LittC2SE
8,18.507,19.936,0,0,1.4289999999999985,408079.35000000003,439588.8,408079,439588,"[-0.0099711  -0.00990999 -0.00984667 ...  0.08920661  0.08919141
  0.08922049]",199_2b1_Ll_mc_LittC2SE
0,0.107,1.993,1,0,1.8860000000000001,2359.35,43945.65,2359,43945,[0.06213822 0.06205133 0.06205967 ... 0.05053792 0.05060012 0.05073224],199_2b3_Ll_mc_LittC2SE
1,1.993,4.35,1,0,2.3569999999999993,43945.65,95917.49999999999,43945,95917,"[ 0.05088811  0.05106112  0.05127579 ... -0.08871968 -0.08863351
 -0.08864284]",199_2b3_Ll_mc_LittC2SE
2,4.35,6.521,1,0,2.1710000000000003,95917.49999999999,143788.05,95917,143788,"[-0.08875762 -0.08875535 -0.08868946 ...  0.04724171  0.04722061
  0.04722686]",199_2b3_Ll_mc_LittC2SE
3,6.521,8.607,1,0,2.0859999999999994,143788.05,189784.34999999998,143788,189784,"[ 0.0472216   0.04719217  0.04714975 ... -0.00055186 -0.00066647
 -0.00074257]",199_2b3_Ll_mc_LittC2SE
4,8.607,10.593,1,0,1.9860000000000007,189784.34999999998,233575.65,189784,233575,"[-0.00090679 -0.00100681 -0.00103373 ... -0.02055918 -0.02034984
 -0.02020872]",199_2b3_Ll_mc_LittC2SE
5,10.593,13.195,1,0,2.6020000000000003,233575.65,290949.75,233575,290949,"[-0.0201419  -0.01994691 -0.01984713 ...  0.06255284  0.06239019
  0.06210454]",199_2b3_Ll_mc_LittC2SE
6,13.195,15.852,1,0,2.657,290949.75,349536.60000000003,290949,349536,[0.06190887 0.06162604 0.0613459  ... 0.03255367 0.03258332 0.03267493],199_2b3_Ll_mc_LittC2SE
7,15.852,18.01,1,0,2.1580000000000013,349536.60000000003,397120.50000000006,349536,397120,[0.03268384 0.03281532 0.03297701 ... 0.00531216 0.00527642 0.00519963],199_2b3_Ll_mc_LittC2SE
8,18.01,19.95,0,0,1.9399999999999977,397120.50000000006,439897.5,397120,439897,[0.00521465 0.00534702 0.00550416 ... 0.02516629 0.02524615 0.02537865],199_2b3_Ll_mc_LittC2SE
0,1.461,3.748,0,0,2.287,32215.050000000003,82643.40000000001,32215,82643,[0.02411557 0.02442187 0.0247171  ... 0.10685172 0.11136276 0.11070971],200_2p2_Al_mc_AKGC417L
1,3.748,7.621,0,0,3.873,82643.40000000001,168043.05000000002,82643,168043,"[ 0.12141822  0.12271973  0.12518464 ... -0.10728758 -0.10904752
 -0.10865999]",200_2p2_Al_mc_AKGC417L
2,7.621,11.411,0,0,3.789999999999999,168043.05000000002,251612.55,168043,251612,"[-0.10625118 -0.10452812 -0.10079686 ... -0.04191699 -0.04184899
 -0.04208593]",200_2p2_Al_mc_AKGC417L
3,11.411,15.367,0,0,3.9560000000000013,251612.55,338842.35000000003,251612,338842,"[-0.03535904 -0.03326634 -0.03772755 ...  0.00474357  0.00686831
  0.00200689]",200_2p2_Al_mc_AKGC417L
4,15.367,19.908,0,0,4.541,338842.35000000003,438971.4,338842,438971,"[ 0.00311049  0.00141179 -0.00116293 ... -0.09218848 -0.08837911
 -0.08502136]",200_2p2_Al_mc_AKGC417L
0,1.461,3.748,0,0,2.287,32215.050000000003,82643.40000000001,32215,82643,"[ 0.24571757  0.24384628  0.24854381 ... -0.23072094 -0.24485274
 -0.26219648]",200_2p2_Ar_mc_AKGC417L
1,3.748,7.621,0,0,3.873,82643.40000000001,168043.05000000002,82643,168043,"[-0.28514466 -0.29695234 -0.30747196 ... -1.0000001  -1.0000001
 -1.0000001 ]",200_2p2_Ar_mc_AKGC417L
2,7.621,11.411,0,0,3.789999999999999,168043.05000000002,251612.55,168043,251612,"[-1.0000001  -1.0000001  -1.0000001  ... -0.9782611  -0.9758226
 -0.97805715]",200_2p2_Ar_mc_AKGC417L
3,11.411,15.367,0,0,3.9560000000000013,251612.55,338842.35000000003,251612,338842,"[-0.97021776 -0.96638733 -0.96017    ... -0.92205906 -0.93194556
 -0.9447163 ]",200_2p2_Ar_mc_AKGC417L
4,15.367,19.908,0,0,4.541,338842.35000000003,438971.4,338842,438971,"[-0.9518192  -0.96676713 -0.971989   ...  0.15741925  0.15730144
  0.15060973]",200_2p2_Ar_mc_AKGC417L
0,1.461,3.748,0,0,2.287,32215.050000000003,82643.40000000001,32215,82643,"[-0.50388086 -0.5163257  -0.5175689  ...  0.37237027  0.3767701
  0.37584186]",200_2p2_Lr_mc_AKGC417L
1,3.748,7.621,0,0,3.873,82643.40000000001,168043.05000000002,82643,168043,[0.37021762 0.3719335  0.3766788  ... 0.02513326 0.03299599 0.02925128],200_2p2_Lr_mc_AKGC417L
2,7.621,11.411,0,0,3.789999999999999,168043.05000000002,251612.55,168043,251612,[0.03637255 0.033581   0.02340392 ... 0.02995948 0.05091588 0.04455405],200_2p2_Lr_mc_AKGC417L
3,11.411,15.367,0,0,3.9560000000000013,251612.55,338842.35000000003,251612,338842,[0.04429929 0.05400603 0.05121244 ... 0.23926976 0.23751327 0.23920316],200_2p2_Lr_mc_AKGC417L
4,15.367,19.908,0,0,4.541,338842.35000000003,438971.4,338842,438971,[0.24388273 0.24362887 0.23902056 ... 0.04589843 0.03985609 0.04300924],200_2p2_Lr_mc_AKGC417L
0,1.461,3.748,0,0,2.287,32215.050000000003,82643.40000000001,32215,82643,"[-0.07561053 -0.07515304 -0.07659303 ... -0.00207847 -0.00041334
  0.00202787]",200_2p2_Pl_mc_AKGC417L
1,3.748,7.621,0,0,3.873,82643.40000000001,168043.05000000002,82643,168043,[0.00180924 0.00367616 0.00529365 ... 0.1613409  0.16277626 0.16246429],200_2p2_Pl_mc_AKGC417L
2,7.621,11.411,0,0,3.789999999999999,168043.05000000002,251612.55,168043,251612,"[ 0.16473125  0.16536525  0.16332096 ... -0.12269396 -0.12073719
 -0.12174195]",200_2p2_Pl_mc_AKGC417L
3,11.411,15.367,0,0,3.9560000000000013,251612.55,338842.35000000003,251612,338842,"[-0.1220964  -0.11999179 -0.12197131 ...  0.12711436  0.12609124
  0.12558448]",200_2p2_Pl_mc_AKGC417L
4,15.367,19.908,0,0,4.541,338842.35000000003,438971.4,338842,438971,"[ 0.12541234  0.12609449  0.12672366 ... -0.0633826  -0.06498875
 -0.06720319]",200_2p2_Pl_mc_AKGC417L
0,1.461,3.748,0,0,2.287,32215.050000000003,82643.40000000001,32215,82643,[0.08003846 0.07255565 0.07135042 ... 0.25143334 0.25136456 0.25748575],200_2p2_Pr_mc_AKGC417L
1,3.748,7.621,0,0,3.873,82643.40000000001,168043.05000000002,82643,168043,[0.26090717 0.26532644 0.27349392 ... 0.00348709 0.00645721 0.00111809],200_2p2_Pr_mc_AKGC417L
2,7.621,11.411,0,0,3.789999999999999,168043.05000000002,251612.55,168043,251612,"[ 0.00238653  0.00155353  0.00290249 ... -0.30140105 -0.29820594
 -0.30116558]",200_2p2_Pr_mc_AKGC417L
3,11.411,15.367,1,0,3.9560000000000013,251612.55,338842.35000000003,251612,338842,"[-0.30243954 -0.29966035 -0.3044513  ...  0.3530912   0.35339648
  0.35236755]",200_2p2_Pr_mc_AKGC417L
4,15.367,19.908,0,0,4.541,338842.35000000003,438971.4,338842,438971,"[ 0.35031903  0.34743947  0.3423482  ... -0.01152108 -0.01065472
 -0.01020646]",200_2p2_Pr_mc_AKGC417L
0,1.461,3.748,1,0,2.287,32215.050000000003,82643.40000000001,32215,82643,"[-0.12396115 -0.11989835 -0.11299071 ...  0.08170161  0.08004037
  0.08033455]",200_2p2_Tc_mc_AKGC417L
1,3.748,7.621,1,0,3.873,82643.40000000001,168043.05000000002,82643,168043,"[ 0.07854575  0.0778481   0.07781893 ... -0.06013022 -0.05895541
 -0.05957254]",200_2p2_Tc_mc_AKGC417L
2,7.621,11.411,1,0,3.789999999999999,168043.05000000002,251612.55,168043,251612,"[-0.05855072 -0.05894831 -0.05958489 ...  0.18645611  0.18699487
  0.18593216]",200_2p2_Tc_mc_AKGC417L
3,11.411,15.367,1,0,3.9560000000000013,251612.55,338842.35000000003,251612,338842,[0.18623912 0.18551056 0.18553762 ... 0.09585647 0.09436233 0.09430969],200_2p2_Tc_mc_AKGC417L
4,15.367,19.908,0,0,4.541,338842.35000000003,438971.4,338842,438971,[0.09295271 0.09138738 0.0907528  ... 0.01164053 0.01125686 0.01077765],200_2p2_Tc_mc_AKGC417L
0,2.145,7.788,0,0,5.643000000000001,47297.25,171725.4,47297,171725,[0.30771312 0.30794817 0.3128834  ... 0.07454884 0.07302917 0.07149683],200_2p3_Al_mc_AKGC417L
1,7.788,13.881,0,0,6.093,171725.4,306076.05,171725,306076,[0.07355422 0.07123333 0.068713   ... 0.0328678  0.03039458 0.03765135],200_2p3_Al_mc_AKGC417L
2,13.881,19.891,0,0,6.009999999999998,306076.05,438596.55,306076,438596,"[ 0.04247001  0.04507033  0.0471018  ... -0.02193959 -0.02104175
 -0.01546281]",200_2p3_Al_mc_AKGC417L
0,2.145,7.788,0,0,5.643000000000001,47297.25,171725.4,47297,171725,[0.24791956 0.24935466 0.24976751 ... 0.5945527  0.59633905 0.59869677],200_2p3_Ar_mc_AKGC417L
1,7.788,13.881,0,0,6.093,171725.4,306076.05,171725,306076,[0.59896266 0.59975845 0.6030535  ... 0.15143989 0.15259741 0.15344821],200_2p3_Ar_mc_AKGC417L
2,13.881,19.891,0,0,6.009999999999998,306076.05,438596.55,306076,438596,[0.15495269 0.15611511 0.1583818  ... 0.13984904 0.1396677  0.13975611],200_2p3_Ar_mc_AKGC417L
0,2.145,7.788,0,0,5.643000000000001,47297.25,171725.4,47297,171725,"[-0.04594875 -0.03838075 -0.04020465 ... -0.17175117 -0.169919
 -0.16433331]",200_2p3_Lr_mc_AKGC417L
1,7.788,13.881,0,0,6.093,171725.4,306076.05,171725,306076,"[-0.16192782 -0.16279964 -0.1574004  ... -0.04748748 -0.05273027
 -0.0441584 ]",200_2p3_Lr_mc_AKGC417L
